atms/address,Lat,Lon,atms/allDay,atms/services/wheelchair/serviceCapability,atms/services/wheelchair/serviceActivity,atms/services/blind/serviceCapability,atms/services/blind/serviceActivity,atms/services/nfcForBankCards/serviceCapability,atms/services/nfcForBankCards/serviceActivity,atms/services/qrRead/serviceCapability,atms/services/qrRead/serviceActivity,atms/services/supportsUsd/serviceCapability,atms/services/supportsUsd/serviceActivity,atms/services/supportsChargeRub/serviceCapability,atms/services/supportsChargeRub/serviceActivity,atms/services/supportsEur/serviceCapability,atms/services/supportsEur/serviceActivity,atms/services/supportsRub/serviceCapability,atms/services/supportsRub/serviceActivity,blind,invalid
"мкр. Софрино-1, д. 21",56.150404,37.83289,False,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"ул. Михалковская, д. 4А",55.837419,37.537398,False,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"пр-кт Ленинского Комсомола, д. 17, корп. 2",55.545258,37.708141,True,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"ул. Снежная, д. 26",55.854997,37.653388,True,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"ш. Ленинградское, д. 13, корп. 1",55.81909,37.495914,True,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"ул. Новослободская, д. 41",55.783392,37.596857,False,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"ул. Бахрушина, д. 32, корп. 1",55.731947,37.637075,True,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"ул. Бахрушина, д. 32, корп. 1",55.731947,37.637075,True,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"ул. Ангарская, д. 1, корп. 3",55.872663,37.509388,False,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"ул. Краснопрудная, д. 18, корп. 1",55.777287,37.662874,True,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"ул. Краснопрудная, д. 18, корп. 1",55.777287,37.662874,True,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"ул. Ивантеевская, д. 23",55.815701,37.731838,False,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"ул. Новослободская, д. 41",55.783392,37.596857,True,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"пр-кт Ленинградский, д. 36, стр. 41",55.789947,37.570051,False,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"пер. Слесарный, д. 5",55.784602,37.636949,False,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"ул. Коминтерна, д. 38",55.869354,37.689231,True,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"ш. Международное, д. 1А",55.963717,37.415962,False,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"ул. Маршала Катукова, д. 16",55.807395,37.40628,True,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"ул. Земляной Вал, д. 52/16, стр. 1",55.748949,37.655131,True,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"ул. Яблочкова, д. 21А",55.819489,37.578271,False,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"ул. Братиславская, д. 14",55.659119,37.755006,True,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"ул. Братиславская, д. 14",55.659119,37.755006,True,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"ул. Сукромка, стр. 7",55.903534,37.713432,True,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"ул. Новослободская, д. 41",55.783392,37.596857,True,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"ул. Салтыковская, д. 29А",55.739792,37.871661,False,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"ул. Братиславская, д. 14",55.659119,37.755006,False,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,UNAVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,UNAVAILABLE,,
"ул. Вешняковская, д. 17Г",55.734532,37.833599,False,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,UNAVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,UNAVAILABLE,,
"б-р Жулебинский, д. 25",55.689913,37.852266,False,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"ул. Профсоюзная, д. 56",55.670021,37.55248,True,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"ул. Алексея Дикого, д. 3",55.748903,37.807647,False,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"ул. Александры Монаховой, д. 23",55.569052,37.47951,False,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"ул. Вавилова, д. 64/1, корп. 1",55.683919,37.550567,False,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"проезд Транспортный, д. 3",55.913893,37.413682,False,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"б-р Адмирала Ушакова, д. 2",55.548569,37.553235,False,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"ул. Киевская, д. 2",55.743249,37.562937,False,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"ул. Киевская, д. 2",55.743249,37.562937,False,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"Киевское шоссе 22-й (п Московский) км, д. 4А, стр. 1",55.633699,37.439802,False,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"пер. 4-й Лесной, д. 4",55.779064,37.586922,True,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"пер. 4-й Лесной, д. 4",55.779064,37.586922,True,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"ул. Генерала Шлыкова, д. 1",55.600679,37.03311,False,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"ш. Звенигородское, д. 18/20, корп. 1",55.764389,37.556137,True,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"ш. Звенигородское, д. 18/20, корп. 1",55.764389,37.556137,True,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"ш. Звенигородское, д. 18/20, корп. 1",55.764389,37.556137,True,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"ш. Звенигородское, д. 18/20, корп. 1",55.764389,37.556137,True,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"мкр. Купавна, ул. Шоссейная, д. 5",55.753185,38.116101,True,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"86-й км, д. 13, стр. 1А",55.905669,37.611122,False,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"пр-кт Мира, д. 17",55.956164,38.058304,False,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"пр-кт Мира, д. 17",55.956164,38.058304,False,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"пр-кт Мира, д. 17",55.956164,38.058304,True,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"пр-кт Мира, д. 17",55.956164,38.058304,True,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"ул. Маршала Катукова, д. 16",55.807395,37.40628,False,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"ул. Центральная, д. 33, корп. 6",55.80953,37.024559,False,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"ул. Большая Черёмушкинская, д. 1",55.690283,37.601879,False,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"ул. Воздвиженка, д. 9",55.752587,37.604744,True,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"ул. Воздвиженка, д. 9",55.752587,37.604744,True,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"ш. Осташковское, д. 1",55.897695,37.66792,False,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"пр-кт Ленинский, д. 69",55.690369,37.550657,False,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"пр-кт Ленинский, д. 69",55.690369,37.550657,False,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"пр-кт Ломоносовский, д. 25, корп. 1",55.693591,37.532439,True,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"пр-кт Мельникова, д. 2Б",55.901183,37.407528,True,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"пр-кт Мельникова, д. 2Б",55.901183,37.407528,True,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"пр-кт Ломоносовский, д. 25, корп. 1",55.693591,37.532439,True,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"ул. Пролетарская, д. 8, стр. 1",55.892334,37.44055,False,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"ул. Лужники, д. 24, стр. 24",55.717766,37.56221,False,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"проезд Нагатинский 1-й, д. 10, стр. 1",55.678362,37.631757,False,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"пр-кт Мельникова, д. 2Б",55.901183,37.407528,False,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"ул. Рождественка, д. 8/15, стр. 3",55.762399,37.62395,True,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"ул. Рождественка, д. 8/15, стр. 3",55.762399,37.62395,True,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"ул. Нижегородская, д. 27, стр. 1",55.737258,37.695654,False,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"тер. Аэропорт Домодедово, с53",55.414458,37.897392,True,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"ул. Пушечная, д. 7/5, стр. 3",55.760942,37.621993,True,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"пл. Красная, д. 3",55.754638,37.621633,False,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"пл. Красная, д. 3",55.754638,37.621633,False,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"пр-кт Мичуринский, д. 27",55.698061,37.500782,False,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"ул. 2-я Владимирская, д. 45",55.749359,37.786258,True,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"пр-кт Андропова, д. 1",55.694363,37.674588,False,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"пр-кт Ленинский, д. 42",55.703358,37.565928,False,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"пр-кт Ленинский, д. 64/2",55.69247,37.551726,False,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"ул. Лавочкина, д. 34",55.856336,37.493847,False,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
